% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=870187, Mon Mar  9 17:26:09 2020
1 10 0.17357689224931946 1.0000450010125153 1.0 1.0 1.0000050000125 1.00001000005 1.0000150001125006 1.0000200002000015 1.0000250003125026 1.0000300004500045 1.0000350006125072 1.0000400008000108 1.0000450010125153
2 20 0.1645855104097901 1.026916202109046 0.921637755104981 0.921637755104981 0.9374192912397092 0.9718162880793593 0.9980964346304517 0.9996030959542348 1.0000958325841298 1.003400500478856 1.0043582735624237 1.0076398255081842 1.026916202109046
3 30 0.16753914852099241 1.0410164000601898 0.8535071327653336 0.8535071327653336 0.9368094461155879 0.9613217298270991 0.9680982862937355 0.9843022198640493 0.9897877731730711 1.0007351061746006 1.004684288760657 1.0121658474571729 1.0410164000601898
4 40 0.15916274588002702 1.0942747866069018 0.8465787766329109 0.8465787766329109 0.9155039246172414 0.9347398663724691 0.956292065370803 0.9667398953757558 0.9857443841385107 0.9956308563339253 1.0159282687593076 1.0249717460529688 1.0942747866069018
5 50 0.1706228115671852 1.109888361671303 0.8185475241894582 0.8185475241894582 0.9039760306462478 0.9177934261622445 0.9348722773874156 0.9686672914456409 0.9789307069444384 0.9914417849982863 1.0192678112587634 1.0280305061973225 1.109888361671303
6 60 0.1823331416789931 1.2046247311399756 0.7969577811880431 0.7969577811880431 0.8644124148974428 0.9013013921105144 0.9151597415757057 0.9623357179336228 0.9720144416534949 0.9996421989181649 1.0101013195648085 1.0744040780581716 1.2046247311399756
7 70 0.22041168291940877 1.244757753863127 0.7753024245054073 0.7753024245054073 0.8527627918061821 0.9004562488470655 0.9150366546309608 0.9391482930984294 0.9733093074674922 0.9996072438543108 1.0357374061472382 1.0854718183463237 1.244757753863127
8 80 0.2736925774053361 1.346134638650246 0.7772396412469225 0.7772396412469225 0.8440630730209857 0.891171421271552 0.9117077265311212 0.9220348934747666 0.9592368089209751 0.9855884736721594 1.0484556199292985 1.0817930320419822 1.346134638650246
9 90 0.29196199693480474 1.385680837854753 0.7448825448247036 0.7448825448247036 0.8230213180100712 0.8831126444972811 0.9165956535502405 0.9257499995099525 0.9576563025531336 0.9993994958349963 1.0728264581849225 1.0963015110393968 1.385680837854753
10 100 0.2843098557723222 1.3770980828505583 0.7295684585362898 0.7295684585362898 0.8023414954758915 0.8670955135176254 0.8871543431863422 0.9178623089822331 0.9491432146515608 0.9927841660856155 1.0840098762436845 1.0949182481731516 1.3770980828505583
