% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=859542, Mon Mar  9 17:25:47 2020, <python>{}</python>
1 10 0.18754050248628773 1.0000450010125153 2.905591846226042 2.9055918462260419e+00 3.2515882959309788 3.781449478566991   
2 20 0.17781136133508135 1.1964908829655023 2.768549339055722 2.7685493390557219e+00 3.158722604093653 3.427214222778392   
3 30 0.17296128712839942 1.2435778020411536 2.4870840772791376 2.4870840772791376e+00 2.9045106820007165 3.1273865393681897   
4 40 0.18650386429709884 1.2734887725340782 2.2369403065907583 2.2369403065907583e+00 2.5253356984061854 3.086221499392334   
5 50 0.2000425842914876 1.291821537685032 2.0234317241934545 2.0234317241934545e+00 2.418072258935189 2.886440046202049   
6 60 0.22114057077053823 1.4041307669624212 1.7619107615916014 1.7619107615916014e+00 2.1306595797613386 2.72136844147781   
7 70 0.24313790876060576 1.5725093409833946 1.5859236109227166 1.5859236109227166e+00 1.9571742783407209 2.3739780087690594   
8 80 0.26897805215238346 1.7347527446440185 1.3137820202876145 1.3137820202876145e+00 1.7247959872222338 2.3921574869784035   
9 90 0.2920237264947719 1.8373935321371275 1.1567376272548884 1.1567376272548884e+00 1.8054952432768705 2.163282874225157   
10 100 0.3020633316311653 1.9672380069595876 1.0132133054685042 1.0132133054685042e+00 1.666386934050659 2.0756278328166355   
11 110 0.34517839212272455 2.068544436166142 0.5513752613128069 5.5137526131280690e-01 0.9856962078408329 1.1109145413042658   
12 120 0.411412361183547 2.2489069440783545 0.45726415480595667 4.5726415480595667e-01 0.851223000275997 1.1830188339263101   
13 130 0.43637725189164694 2.3885433749711082 0.38264636414457026 3.8264636414457026e-01 0.575002051067721 1.0889378627889699   
14 140 0.4737799863189324 2.414152815922553 0.3679530533926383 3.6795305339263829e-01 0.6342010638083833 1.1546718573547134   
15 150 0.5134498685880582 2.249431937973239 0.12670665471848913 1.2670665471848913e-01 0.8020120519378672 1.7571332786297875   
16 160 0.5532536415387399 2.058888700193441 0.12670665471848913 2.2635145524085371e-01 0.3703416558800218 0.5943364016224866   
17 170 0.5442186339049888 2.033925238002991 0.12670665471848913 1.9460951948510846e-01 0.47271468916872716 0.8189430494163978   
18 180 0.5172997753334709 2.0114783548709316 0.12670665471848913 1.6169497087705320e-01 0.44160005920133577 0.6844108471459569   
19 190 0.504018034464611 2.0324824594330146 0.12497369267330581 1.2497369267330581e-01 0.2592072922064433 0.9318391121847842   
20 200 0.485162657912759 2.02405386104099 0.07179659137960696 7.1796591379606964e-02 0.3113062872575156 0.815612941494114   
21 210 0.4646323263988882 2.036317321880376 0.07179659137960696 1.2169042478007208e-01 0.2785723998826253 0.6188152699579738   
22 220 0.4491432113495957 2.0317005544367506 0.07179659137960696 8.1190716767193916e-02 0.15105144005215856 0.39048943725482965   
23 230 0.42663597553023486 2.038486602793647 0.07179659137960696 9.8973762151993716e-02 0.18534164102900846 0.36709471033021623   
24 240 0.38208835478869163 2.0245332008579475 0.020377813493472008 2.0377813493472008e-02 0.14903528394660848 0.48387013655882954   
25 250 0.36224406572183426 2.055093674598831 0.020377813493472008 6.8406619735424848e-02 0.12436073860362884 0.486158778143516   
26 260 0.3376502561292859 2.057990577573285 0.020377813493472008 2.5260952745300144e-02 0.1315444072355702 0.21092177944218088   
27 270 0.297233513407301 2.103382159012295 0.020377813493472008 5.0916911422446087e-02 0.10699871204317503 0.35126436133604994   
28 280 0.25314445673436875 2.1397923632163045 0.020377813493472008 2.8128808048847653e-02 0.12152643302951104 0.1822821501447334   
29 290 0.2337879817367169 2.1540778946517927 0.013860449687986637 1.3860449687986637e-02 0.03651252977337749 0.15083967819121444   
30 300 0.21590316956600786 2.1184536491048096 -2.365151206859338e-05 -2.3651512068593380e-05 0.05884203603368646 0.08068203905234052   
31 310 0.21630031877098924 2.0314546117951773 -3.366381172110365e-05 -3.3663811721103649e-05 0.023255154896264674 0.044218902372055696   
32 320 0.212731347876291 2.030958320303738 -0.0004308490536641695 -4.3084905366416948e-04 0.03595971450040896 0.07474579584972221   
33 330 0.20838647854973685 1.990727360470361 -0.000546849584308237 -5.4684958430823696e-04 0.030760799383158316 0.08711779113303779   
34 340 0.19790446900513875 2.0251867864513096 -0.000546849584308237 9.5861903018701344e-04 0.0269625924969788 0.06407856889446284   
35 350 0.1778916845555828 2.03592651271404 -0.000546849584308237 -4.2401010014351832e-04 0.024612649508428758 0.06335904701437596   
36 360 0.17201654485879542 2.0533147831783713 -0.000546849584308237 -3.8374871758003126e-04 0.013479172926938288 0.08453679090900876   
37 370 0.1672490389506861 2.0287753770597035 -0.0007500413871448302 -7.5004138714483020e-04 0.024809805701642956 0.05274269593808045   
38 380 0.16035401309007918 1.9988718234651872 -0.0007500413871448302 -1.8728243155781383e-04 0.009132754628967343 0.047350252457205935   
39 390 0.14733721065015234 2.0142215296810257 -0.0007500413871448302 -4.1622934043554873e-04 0.003848254744342472 0.032594399007149694   
40 400 0.1366770494147371 2.03155768902735 -0.0009592477601650653 -9.5924776016506532e-04 0.003890096544980237 0.013335982703769705   
41 410 0.12173606232498052 2.043503221993327 -0.0009592477601650653 -8.2325419444299625e-04 0.0007982433503685438 0.005802431263320723   
42 420 0.11402389323214895 2.0037400395033953 -0.0009592477601650653 -8.4725421825775917e-04 0.004510179170769318 0.015490124495374458   
43 430 0.11687852584334449 2.0331737060098685 -0.0009592477601650653 -6.1561759872248646e-04 -0.00016115573574323975 0.006791960298427907   
44 440 0.11659282889092458 2.0299577290424864 -0.0009592477601650653 -8.0624601312765667e-04 0.004761141816606612 0.031074057452664033   
45 450 0.10952643261993732 1.9923192888851329 -0.0009592477601650653 -5.0992219207595313e-04 0.00038536018574045205 0.010414138548318838   
46 460 0.10110787033146788 2.057714271652863 -0.0009592477601650653 -7.6188965584386269e-04 0.000404872285126312 0.016101112313987725   
47 470 0.09306444936966353 2.0304508473417995 -0.0009592477601650653 -6.4449851438860416e-04 -2.948304370674196e-05 0.009236503206090652   
48 480 0.09301582343925305 2.113000392871802 -0.0009592477601650653 -4.0512702582907372e-04 0.0012256013983498737 0.010090178355434243   
49 490 0.09581189433590614 2.111569717671633 -0.0009592477601650653 -3.3046691450110035e-04 0.006748081436508346 0.01111544004972731   
50 500 0.09259041829306829 2.1909392317448266 -0.0009592477601650653 -5.2274410109539096e-04 0.0008574252609275246 0.025183060006396335   
51 510 0.09182956435076724 2.150537134211249 -0.0009592477601650653 -7.1941988140092642e-04 -0.00010482339762395711 0.019366649936392977   
52 520 0.08320981642513903 2.183937146710771 -0.0009592477601650653 -7.4217671320845843e-04 -0.0001912063486798573 0.008271769675247453   
53 530 0.07857389035605104 2.246437933258947 -0.0009592477601650653 -7.5330997353841261e-04 -6.559482547585423e-05 0.016299328174231686   
54 540 0.07520830710246118 2.250569938003338 -0.001033778312450899 -1.0337783124508991e-03 -0.0007223528955734919 0.003227456203790946   
55 550 0.07146021715968615 2.3118586263073024 -0.0013376287627283206 -1.3376287627283206e-03 -0.0006215913717459031 -1.3949478953540023e-05   
56 560 0.07230034890740054 2.3225750022088785 -0.0014085189526244302 -1.4085189526244302e-03 -0.0011526754769292465 -0.000728824030169699   
57 570 0.07717075499934509 2.3221840928922197 -0.0014085189526244302 -1.2950110913101127e-03 -0.0006097898826966362 0.003542682224289162   
58 580 0.08259575545875987 2.3460769251087314 -0.0015213964746345118 -1.5213964746345118e-03 -0.0009894028321543727 0.0009231794094604062   
59 590 0.08250531127991782 2.378285316609875 -0.0015213964746345118 -1.4409432490512383e-03 -0.0010098437915170954 -2.340747303611495e-07   
60 600 0.0771865067284803 2.406150643382116 -0.0015213964746345118 -1.3719666658056720e-03 -0.0005103492183501672 -8.538534476168176e-05   
61 610 0.07293204089863699 2.4158047198308563 -0.0015213964746345118 -1.4942412571289625e-03 -0.0010362180891287816 0.0005309458501516207   
62 620 0.07288522432006707 2.325792438486912 -0.0015213964746345118 -1.4862608080125203e-03 -0.0011566245716163534 -0.0006041716145415586   
