% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=968785, Wed Mar 11 15:56:10 2020, <python>{}</python>
1 10 0.19064172474630828 0 0 0.18782933416919517 0.1914424462475548 0.1859111034626455 0.19394142050388266 0.1850742697920486 0.18834401494503783 0.19027471720028466 0.19437798274877707 0.1919533990630679 0.18640715472963773
2 20 0.21000879805922282 0 0 0.20101554211035574 0.21714645462966164 0.20023518084012618 0.21809663993521647 0.19946409582379576 0.2047689220302396 0.20740785855752453 0.21908334537617496 0.22087371041450088 0.2057085662991479
3 30 0.2479072812433906 0 0 0.22989940605914333 0.2566974557070545 0.23772738802259352 0.2544402387520724 0.2347357136457076 0.24095532477491358 0.2426114455164752 0.2660386851792187 0.25985519338122737 0.24044473627111826
4 40 0.2781981759103888 0 0 0.25503195063174533 0.2922288703122668 0.2675476563593652 0.29014354905478107 0.26718550359566484 0.26903527005602446 0.2711778738384724 0.29308187913154904 0.286851587532275 0.26583004661233267
5 50 0.31659382496578814 0 0 0.2751107380814624 0.33515778757235676 0.302162952363557 0.3335375857153604 0.3099639681921262 0.30621856952516063 0.3083901561676872 0.3295221746751369 0.329119687749368 0.3049905379306454
6 60 0.3717297228614268 0 0 0.32304680101688066 0.3927902346471424 0.3703596098571979 0.4029448205927122 0.35565487261472356 0.35299907988824814 0.3623476400235429 0.3890190583837531 0.3861009946188423 0.3600418742866627
7 70 0.46828537973981066 0 0 0.3958719803128455 0.4941369561187232 0.4828408430073516 0.5102303367577312 0.4421004720832473 0.4427357866867896 0.461001725662456 0.5026690724774106 0.48903195297042984 0.466525991913939
8 80 0.5880912965684033 0 0 0.49546103653301704 0.6068813518165352 0.6158958003786547 0.631878203599502 0.5596305104631658 0.5624694822586627 0.5792621273406483 0.6444782692517875 0.5952652506107704 0.5747796245492529
9 90 0.728627344111721 0 0 0.5828302659531799 0.7534470052159321 0.7563184507857237 0.7983154998572725 0.6747889217380056 0.7261166062686719 0.7201728039492 0.8005078786343318 0.7511980488843446 0.7093444152980516
10 100 0.8649886102178602 0 0 0.6732383797372834 0.8982213634341328 0.8917802437443971 0.9330189177901685 0.758871048926543 0.8545310180936023 0.8566838130339092 0.9311897155398963 0.896189831020482 0.8518837396983152
11 110 0.9723529803530336 0 0 0.7756711768295531 0.9925173843815531 0.9897783100157304 1.050774112761705 0.8434055971685336 0.9497664249128591 0.9566446514713361 1.0421181628222906 0.9981560098289504 0.9534326851598673
