% # columns="iteration, evaluation, median stds, 
1 21 [1.0, 1.0000050000125, 1.00001000005, 1.0000150001125006, 1.0000200002000015, 1.0000250003125026, 1.0000300004500045, 1.0000350006125072, 1.0000400008000108, 1.0000450010125153]
2 32 [1.0, 1.0000050000125, 1.00001000005, 1.0000150001125006, 1.0000200002000015, 1.0000250003125026, 1.0000300004500045, 1.0000350006125072, 1.0000400008000108, 1.0000450010125153]
3 43 [1.0, 1.0000050000125, 1.00001000005, 1.0000150001125006, 1.0000200002000015, 1.0000250003125026, 1.0000300004500045, 1.0000350006125072, 1.0000400008000108, 1.0000450010125153]
4 54 [1.0, 1.0000050000125, 1.00001000005, 1.0000150001125006, 1.0000200002000015, 1.0000250003125026, 1.0000300004500045, 1.0000350006125072, 1.0000400008000108, 1.0000450010125153]
5 65 [1.0, 1.0000050000125, 1.00001000005, 1.0000150001125006, 1.0000200002000015, 1.0000250003125026, 1.0000300004500045, 1.0000350006125072, 1.0000400008000108, 1.0000450010125153]
6 76 [1.0, 1.0000050000125, 1.00001000005, 1.0000150001125006, 1.0000200002000015, 1.0000250003125026, 1.0000300004500045, 1.0000350006125072, 1.0000400008000108, 1.0000450010125153]
7 87 [0.9819811124231882, 0.9896519586855391, 0.9901322565291948, 0.990690241140343, 0.9988313555773782, 1.0000250003125026, 1.0000300004500045, 1.0000350006125072, 1.0000400008000108, 1.0000450010125153]
8 98 [0.9387608388956948, 0.9556605440970929, 0.9580464249051474, 0.9674775989667787, 0.9714398927431115, 0.9746333560202806, 0.9841049414932336, 0.9872076038180508, 1.0000400008000108, 1.0000450010125153]
9 109 [0.9137079436882345, 0.9350435985758178, 0.9569051474534823, 0.9605384455197005, 0.9673435134924183, 0.9674324875727004, 0.9763624133443125, 0.9832687619190927, 1.0000400008000108, 1.0000450010125153]
10 120 [0.8928220748460095, 0.932326795095383, 0.9369842039624622, 0.9379608326122314, 0.9394255500443885, 0.9403203743207988, 0.9458721804021514, 0.9462927665591233, 0.9525053203494196, 1.0000450010125153]
11 131 [0.8819286477451999, 0.9018624259728351, 0.9094667848291251, 0.9130493274325918, 0.9159584641900412, 0.9168153385819835, 0.9212135690616454, 0.9261881358730539, 0.934518294939253, 1.2231706022252726]
