% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=256523, Mon Jan 27 17:44:44 2020
1 12 -0.021172431936720387 -2.371810714105948e-05 0.00013802261995285545 0.027971077766674325 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 24 -0.042404738400583335 -0.0002302841970388884 1.8728264451538343e-05 0.03207204021807219 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 36 -0.04024070378954904 -8.974049093691337e-05 0.00021786741858399018 0.03649857624631366 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4 48 -0.039832890962624865 -0.0003883304487734752 0.00011499449292173815 0.04156436528626331 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
5 60 -0.04732652625000575 -0.0007030467605376827 0.0009003903883143599 0.05353654573487978 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
6 72 -0.054862770864178595 -0.0004049967598097393 0.00018129812482592795 0.07471009626133827 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
7 84 -0.08858098161076737 -0.0006735533206218635 0.00017228439389039592 0.07292537968814944 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
8 96 -0.08691903762487962 -0.0005685709286859428 8.314898906124008e-05 0.0770156217159118 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
9 108 -0.0909412279490365 -0.0009311491273287903 8.75602300519388e-05 0.08537274721107081 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
10 120 -0.10038123116547798 -0.00041329756309664296 0.00047552505542753065 0.08657686971973591 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
11 132 -0.10205074469946253 -3.867894708742629e-05 0.0008300295443295336 0.0887006666626708 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 144 -0.11402383669788592 -2.261473495712556e-05 0.0007373978124725455 0.09421256793976734 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
13 156 -0.12544224272019674 -8.867366114549256e-05 0.0005607367311511185 0.10804851638860888 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
14 168 -0.11993425222841254 -0.0002783512905327506 0.0001252511750704141 0.11105241424968729 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
15 180 -0.13264767657354745 -0.0005979603349944458 0.0007057842483450725 0.12272031016018244 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
16 192 -0.13554882211513447 -0.0006424045060444023 0.001026288301145928 0.13549152444845924 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
17 204 -0.14058278482253442 -0.0008510134169239853 0.00023455443112220759 0.1501375080341949 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
18 216 -0.1382563949606139 -0.0004881162047154661 0.0009581028356541198 0.15072559819981932 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
19 228 -0.13272087709396133 -0.0020844111107006873 0.00424887718341255 0.14423050794869496 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
20 240 -0.1311987748246665 -0.000335679855289357 0.0005323199915776356 0.14198123545644437 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
21 252 -0.1428646525415829 -0.00016935619221027302 0.0001330779411398373 0.14555538908255528 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
22 264 -0.15155642866632085 -0.0002729944083756829 0.0009670882086727521 0.14943167684364841 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
23 276 -0.14463226657048184 -0.002681342501296143 0.00016076387534273657 0.14112092565978027 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
24 288 -0.13795493060574932 -0.00016100489977648581 0.0020472641246507654 0.13382093864872757 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
25 300 -0.13925968984907877 -9.45671632586213e-05 0.0006164321712427557 0.13606990681504014 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
26 312 -0.1398549839124716 -0.0004439984837484911 0.001676758466392739 0.14227017520849589 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
27 324 -0.1305241133067174 -8.438255218693621e-05 0.0006036905007085134 0.14832626419558825 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
28 336 -0.13728295112055172 -0.00014761855372341705 0.0006227991018787386 0.15269306868750115 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
29 348 -0.13349392505668348 -0.00018098687778504892 0.000278374963885966 0.15501089386992353 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
30 360 -0.15112920082168244 -0.0005629265802348921 0.0006158315440162116 0.1499160962696744 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
31 372 -0.1522553401597672 -6.53944276790104e-05 0.00044062310220548676 0.1431623414060117 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
32 384 -0.14923064106368905 -0.0005838065116852357 0.0007391007403242309 0.14124366565911214 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
33 396 -0.15723490698709056 -0.0004375342718131876 0.00010516607571437733 0.15914464873582437 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
34 408 -0.15482309892661464 -9.336880717503093e-05 4.988369268502213e-05 0.15894229014205669 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
35 420 -0.1522814031382341 -0.0003945514480059819 0.00035930075940332723 0.15209415813030255 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
36 432 -0.14820106432939587 -0.0005583240268739516 0.00027290299077538193 0.15426490789614833 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
37 444 -0.14749557860743834 -0.00010582739916356262 0.002661571979546487 0.16632893656776845 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
38 456 -0.1541894884830971 -0.00017264810545764467 0.0005229914227242258 0.17267769439041955 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
39 468 -0.16384282651239795 -3.63741939482083e-05 0.0004093134136167442 0.17200893510899745 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
40 480 -0.1570299500591284 -6.288148107444654e-05 0.0004596845682204844 0.17254945416718592 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
41 492 -0.15170317940207317 -0.0006455359676161446 0.0004845686381700371 0.17235090589277804 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
42 504 -0.15259937477220473 -0.0004915733403108257 0.0015283648471591856 0.1650684270022415 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
