% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=271849, Mon Jan 27 17:44:44 2020
1 12 0.18743929620503574 1.000047501128143 1.0 1.0 1.000002500003125 1.0000050000125 1.000007500028125 1.00001000005 1.0000125000781253 1.0000150001125006 1.000017500153126 1.0000200002000015 1.000022500253127 1.0000250003125026 1.0000275003781285 1.0000300004500045 1.0000325005281308 1.0000350006125072 1.0000375007031337 1.0000400008000108 1.0000425009031377 1.0000450010125153 1.000047501128143
2 24 0.17730475667241682 1.0590899928764468 0.9517465316323289 0.9517465316323289 0.9702333394554965 0.9751238935414239 0.9851485301943386 0.9963521288621198 0.9973414647065466 1.0000100154238112 1.000013551375704 1.0000170382819993 1.0000195341721971 1.0000247252115906 1.0000258929547305 1.000031023823732 1.0000408376050285 1.0006638581888312 1.002838655268872 1.0096417789815668 1.0126680216048207 1.0150352434362389 1.0590899928764468
3 36 0.17443534192197557 1.0727087818714012 0.9447802232320277 0.9447802232320277 0.953753137581677 0.9646223115200343 0.9701332925911954 0.9757539137032673 0.9842313332495726 0.9937021574930236 0.9954467382056855 0.9980511786976557 0.9999600995038351 1.0006191035149432 1.0011399567720811 1.002568553284525 1.0067031172895897 1.0100490541848954 1.0106813162721728 1.014322998477399 1.0229110128455547 1.0346243837346376 1.0727087818714012
4 48 0.17370930723552158 1.1109685503090954 0.9297057823423059 0.9297057823423059 0.947650586154784 0.9556645229472759 0.9622178481586434 0.9685966553010874 0.9780222765991304 0.9829696430893021 0.9896198883403619 0.9950355840408847 0.9970933053638309 1.0002810424609219 1.0013741166518006 1.0031110942955554 1.0066188227800843 1.007464835575686 1.008228664494662 1.0183389813422916 1.0272236198034586 1.052582442543698 1.1109685503090954
5 60 0.17302927063822465 1.1296321431117866 0.9166961107481115 0.9166961107481115 0.9353930505429289 0.9427952793820882 0.9564604717613813 0.965239858490396 0.9683931673001682 0.9766815680418446 0.9845496669381552 0.9910404702082601 0.9941853265010375 0.9961347909079213 0.999366847855186 1.0046838254576296 1.005141356316095 1.009270115183332 1.0162002910435495 1.0259558983910435 1.041612193106029 1.0547195922438701 1.1296321431117866
6 72 0.17504250564703006 1.1435378553761475 0.9124473936696398 0.9124473936696398 0.9232609638834389 0.9333404856760075 0.9524046557454848 0.9537358650910397 0.9617601958981874 0.967418165457389 0.9830442716849908 0.9875038873310783 0.9901226725711443 0.995806909098521 1.0011816298381084 1.0027596669971224 1.0046341220036585 1.0126948651482204 1.0243972149159166 1.038985966306846 1.048215126011525 1.0548935983649137 1.1435378553761475
7 84 0.17815617887290994 1.1584455358703074 0.9095818734208955 0.9095818734208955 0.9191868030794766 0.9276076540209816 0.9442006790643818 0.9519334405710252 0.9564672428573687 0.9666646741655678 0.9762667666177604 0.9848216424549496 0.9876694127222381 0.9928281224412367 0.9953341742307581 1.0040843485184134 1.0056929906943315 1.0196688324056629 1.0235077893093083 1.0424324367612774 1.0461957368690913 1.0702586488548351 1.1584455358703074
8 96 0.17419911213307024 1.1877355288530673 0.9020558499996348 0.9020558499996348 0.9082542949249677 0.9226744022471807 0.9311188479897189 0.9449175181519547 0.9537130070548515 0.9619999041323012 0.9731725476413258 0.9780610943870218 0.9838773521676026 0.9916148867863891 0.9996896362543741 1.002847995661219 1.010872401774262 1.018220076947022 1.0258153040128883 1.037188231094682 1.054827102143586 1.0868794692187391 1.1877355288530673
9 108 0.16949377137960767 1.2025630845264972 0.9019759476774365 0.9019759476774365 0.9059605305313716 0.9154259679864166 0.9244675703146421 0.9305908779585864 0.942213550666221 0.955078795810214 0.9715364856933136 0.9794621650376394 0.9837123703178062 0.9866881191669357 1.0003328710207213 1.0035630134066111 1.0148096802239783 1.0206934877045926 1.0278961825441792 1.0366076064536314 1.0529951216970952 1.0831690073936084 1.2025630845264972
10 120 0.1595995634400257 1.207999114358857 0.895215245615898 0.895215245615898 0.9004346821968766 0.911265250833621 0.916735927440182 0.9212410732873748 0.9343808159438235 0.9507936182665016 0.962485327519394 0.9747568702024287 0.9843592288008044 0.9872609873611647 1.0040361679833425 1.01148830925097 1.0139997884446605 1.021195994787405 1.0276845838645767 1.0374187176581662 1.052909858964792 1.0875501298070855 1.207999114358857
