% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=560290, Sat Jul  6 12:54:41 2019
1 10 -0.05703033214088403 -0.0007542978133940272 0.0009723345941439743 0.05685434237787777 1 1 1 1 1 1 1 1 1 1
2 20 -0.12033842499860276 -0.0030507738740134533 0.0014822796398376123 0.060446585169458944 1 1 1 1 1 1 1 1 1 1
3 30 -0.14582398872260333 -0.007861053258110755 0.002795279354199017 0.08480567915609084 1 1 1 1 1 1 1 1 1 1
4 40 -0.15425647300544193 -8.625700245854531e-05 0.0012935284143767356 0.11185388126349838 1 1 1 1 1 1 1 1 1 1
5 50 -0.17135164913709866 -0.00045984167394807254 0.000524139706746197 0.11643726171202004 1 1 1 1 1 1 1 1 1 1
6 60 -0.16245853866870608 -0.005169026244781863 0.00026788742951522766 0.12093182507746579 1 1 1 1 1 1 1 1 1 1
7 70 -0.15033694795327723 -0.004589653916682164 0.0014799894404430392 0.1382255580424334 1 1 1 1 1 1 1 1 1 1
8 80 -0.18057777561958752 -0.0026170947346699828 0.0024457811343759025 0.12098516766564683 1 1 1 1 1 1 1 1 1 1
9 90 -0.15690045472632522 -0.0010774924687920507 0.006531353597542385 0.1439718463211114 1 1 1 1 1 1 1 1 1 1
10 100 -0.12424896154254358 -0.0013032224605652094 0.0016636155641076105 0.145124437346537 1 1 1 1 1 1 1 1 1 1
11 110 -0.16765103217312793 -0.010011607414058207 0.0011935763229220693 0.14624326363625917 1 1 1 1 1 1 1 1 1 1
12 120 -0.15595934442789774 -0.004038329904466093 0.019508043696926332 0.14786893252747374 1 1 1 1 1 1 1 1 1 1
13 130 -0.22301520271998537 -0.012437856614632847 0.001964582666832073 0.2144579358810686 1 1 1 1 1 1 1 1 1 1
14 140 -0.20806850919074654 -0.0028667810572990493 0.01661789041550959 0.24817019243366562 1 1 1 1 1 1 1 1 1 1
15 150 -0.2038963277648952 -9.119127118758323e-05 0.0012304834164120495 0.24869865657510737 1 1 1 1 1 1 1 1 1 1
16 160 -0.19100512993707872 -0.0008462560268952864 0.003434493577000035 0.2924990002211729 1 1 1 1 1 1 1 1 1 1
17 170 -0.23225887238092777 -0.0016784580822110195 0.0002360991871542922 0.25349231734926925 1 1 1 1 1 1 1 1 1 1
18 180 -0.22624389475031575 -0.0012021020289704589 0.004528769722796721 0.24811904758928946 1 1 1 1 1 1 1 1 1 1
19 190 -0.21149307181742266 -0.0052129316219906114 0.008506851096848206 0.21605066992460967 1 1 1 1 1 1 1 1 1 1
20 200 -0.1943887675265696 -0.01900415660285333 0.0002456936546789539 0.24727533263366838 1 1 1 1 1 1 1 1 1 1
21 210 -0.20964015552441348 -0.011148040228891739 0.0022629557143370267 0.23669904123395302 1 1 1 1 1 1 1 1 1 1
22 220 -0.20905167227723978 -0.0019477770878010181 0.008696995572064235 0.22947216668187298 1 1 1 1 1 1 1 1 1 1
23 230 -0.21568832027868315 -0.0015905937860238263 0.0006720359810757938 0.2542526855377115 1 1 1 1 1 1 1 1 1 1
24 240 -0.20515215457854769 -0.010360541965259144 0.002968119117168204 0.267532039561449 1 1 1 1 1 1 1 1 1 1
25 250 -0.2127738743366247 -0.0005581900861624592 0.0022633347806922865 0.25382054990123 1 1 1 1 1 1 1 1 1 1
26 260 -0.2186546655454578 -0.003250902813860579 0.0023771514380310057 0.2709837285852074 1 1 1 1 1 1 1 1 1 1
27 270 -0.22207080956199043 -0.00537809437807991 0.00018633625230405582 0.24992643190523745 1 1 1 1 1 1 1 1 1 1
28 280 -0.20312074127971155 -0.0028823132841160146 0.00020995041561088786 0.23029819759935222 1 1 1 1 1 1 1 1 1 1
29 290 -0.215469657009427 -0.003690337686123485 0.002873324160477935 0.23324324290706966 1 1 1 1 1 1 1 1 1 1
30 300 -0.23041247187078684 -0.0025339584154472792 0.00767001718828941 0.25643644077810396 1 1 1 1 1 1 1 1 1 1
31 310 -0.22409414564589653 -0.0002625147027562324 0.015074171943287985 0.2628944163950724 1 1 1 1 1 1 1 1 1 1
32 320 -0.20663002243503867 -0.001139731826304423 0.008310588729073237 0.25118086812987295 1 1 1 1 1 1 1 1 1 1
33 330 -0.19745724914039817 -0.005127701948012752 0.002499323105661067 0.2531435379345751 1 1 1 1 1 1 1 1 1 1
34 340 -0.2073535788820705 -0.010398438459331938 0.0019373416531711482 0.23751477610459726 1 1 1 1 1 1 1 1 1 1
35 350 -0.19688877678373246 -0.0004192211031820455 0.00456462746322305 0.22880138977709105 1 1 1 1 1 1 1 1 1 1
36 360 -0.22697418571431166 -0.00665213515026255 0.0017569235022013127 0.21736079842745715 1 1 1 1 1 1 1 1 1 1
37 370 -0.19378781165050643 -0.008130794657349031 0.00020341478361206013 0.1920581825618401 1 1 1 1 1 1 1 1 1 1
38 380 -0.22321351878166187 -0.0032637667029162265 0.0037331424100954256 0.18944589687736102 1 1 1 1 1 1 1 1 1 1
39 390 -0.21291077034997574 -0.009648083159981963 0.005387961368115109 0.18815168266773838 1 1 1 1 1 1 1 1 1 1
40 400 -0.20903233534131185 -0.0037861563522715055 0.00306907910780352 0.18347580931174148 1 1 1 1 1 1 1 1 1 1
41 410 -0.23872924421392305 -0.000981808918492874 0.004208308016380499 0.18126043388828525 1 1 1 1 1 1 1 1 1 1
42 420 -0.24341608738568263 -0.013313005486231202 0.0002500004120616564 0.19263496230513738 1 1 1 1 1 1 1 1 1 1
43 430 -0.22250931287106132 -7.59681171339706e-05 0.0009370785623430447 0.1938439036339176 1 1 1 1 1 1 1 1 1 1
44 440 -0.231354689592354 -0.00724360311236099 0.0021970941195792195 0.18197640088472797 1 1 1 1 1 1 1 1 1 1
45 450 -0.2250805598625233 -0.004200058784005614 0.009068908126222436 0.21208592601724507 1 1 1 1 1 1 1 1 1 1
46 460 -0.1874622177156745 -0.001307418130034863 0.007404900841749852 0.19989907669828816 1 1 1 1 1 1 1 1 1 1
47 470 -0.19195937700812468 -0.01513123854885189 0.019502197814898252 0.18467212096839197 1 1 1 1 1 1 1 1 1 1
48 480 -0.1907307059144115 -0.0012605037546049 0.019930848142944727 0.18517312216812332 1 1 1 1 1 1 1 1 1 1
49 490 -0.20498386270777494 -0.0056585905995556966 0.001511257250196263 0.2335579135055596 1 1 1 1 1 1 1 1 1 1
50 500 -0.19659206376023883 -0.010580930323154948 0.019232341068616206 0.24813906447642575 1 1 1 1 1 1 1 1 1 1
51 510 -0.2199804739811844 -0.006921915960166572 0.006228648589103463 0.2544895031021707 1 1 1 1 1 1 1 1 1 1
52 520 -0.2400458463906608 -0.00022011678159882848 0.0013361310262137928 0.2532393409896618 1 1 1 1 1 1 1 1 1 1
53 530 -0.24325388105018458 -0.011144381023877478 0.003363364219058883 0.2591416755443937 1 1 1 1 1 1 1 1 1 1
54 540 -0.22103930960243912 -0.017363090800831944 0.003255760641145157 0.24149408406228728 1 1 1 1 1 1 1 1 1 1
55 550 -0.22815524470303003 -0.010621790057831369 0.004499618603486759 0.25750303285202303 1 1 1 1 1 1 1 1 1 1
56 560 -0.2221728531494185 -0.006803053327926267 0.007915964820559984 0.25479265131227163 1 1 1 1 1 1 1 1 1 1
57 570 -0.2446381425881213 -0.00524203899811324 0.0003736151833380389 0.2289132107210409 1 1 1 1 1 1 1 1 1 1
58 580 -0.23037786252704587 -0.00558135993982729 0.0018133617482082693 0.180601556914003 1 1 1 1 1 1 1 1 1 1
59 590 -0.21591942423017782 -0.007707797203735619 0.006937925817700877 0.16721739739054914 1 1 1 1 1 1 1 1 1 1
60 600 -0.20111544764792108 -0.00021030831145358198 0.006494438990360296 0.17513614001328817 1 1 1 1 1 1 1 1 1 1
61 610 -0.20843560557227173 -0.0038414612012009335 0.012314640956294644 0.1594598437458671 1 1 1 1 1 1 1 1 1 1
62 620 -0.22714429600967526 -0.0064466017374129915 0.014073496250412714 0.21872076876087418 1 1 1 1 1 1 1 1 1 1
63 630 -0.2393782673593364 -0.017758429804060526 0.0007343039927381891 0.24488001649803512 1 1 1 1 1 1 1 1 1 1
64 640 -0.2833978022602833 -0.004091300466410196 0.008267160834842115 0.2495426239939271 1 1 1 1 1 1 1 1 1 1
65 650 -0.28797103380334116 -0.006958131698685267 0.0059059075690918875 0.2734617388986493 1 1 1 1 1 1 1 1 1 1
66 660 -0.3036890404054101 -0.003895451262983551 0.024422108676454057 0.25441443715077444 1 1 1 1 1 1 1 1 1 1
67 670 -0.3365854728739755 -0.010464833795159025 0.005369400553239047 0.2207077658773723 1 1 1 1 1 1 1 1 1 1
68 680 -0.342369668745768 -0.002267289630175882 0.004221978396574081 0.19123770126419112 1 1 1 1 1 1 1 1 1 1
69 690 -0.35463341152992645 -0.012111250688121938 0.0023311264601370606 0.17301443079959342 1 1 1 1 1 1 1 1 1 1
70 700 -0.31743795307696765 -0.0033128077164495794 0.0033665533333394034 0.1668651361760889 1 1 1 1 1 1 1 1 1 1
71 710 -0.3166188774899212 -0.005875304156450559 0.00011175373305267378 0.17170076808550033 1 1 1 1 1 1 1 1 1 1
72 720 -0.3025563088569406 -0.0015999701432265192 0.010716604775565443 0.1575153853398454 1 1 1 1 1 1 1 1 1 1
73 730 -0.29084707433863893 -0.0012471315804101438 0.010804780371081912 0.14859970658552757 1 1 1 1 1 1 1 1 1 1
74 740 -0.2791156579935227 -0.002423299094787273 0.01581123505503841 0.14660770034849754 1 1 1 1 1 1 1 1 1 1
75 750 -0.2791512842782333 -0.005458436851372216 0.01471906559908772 0.17028832189012577 1 1 1 1 1 1 1 1 1 1
76 760 -0.29732600438669615 -0.0009822921363684483 0.0023515629898750636 0.18055920572776551 1 1 1 1 1 1 1 1 1 1
77 770 -0.2757597259433464 -0.001161680633740215 0.005938856346789825 0.179531332922811 1 1 1 1 1 1 1 1 1 1
78 780 -0.2695916325512211 -0.00026833636621217976 0.0011323253150482102 0.16911536067751765 1 1 1 1 1 1 1 1 1 1
79 790 -0.3114119210255383 -0.009094469809112856 0.009709144109496557 0.17803198323783426 1 1 1 1 1 1 1 1 1 1
80 800 -0.3030663370439433 -0.002920031146260266 0.00271868780001903 0.19094259901312072 1 1 1 1 1 1 1 1 1 1
81 810 -0.3089230623553668 -0.0009071933119996979 0.0018200938321071228 0.21980884736654385 1 1 1 1 1 1 1 1 1 1
82 820 -0.2806352310589313 -0.010785543034896839 0.0006357164280278069 0.26531561025973216 1 1 1 1 1 1 1 1 1 1
83 830 -0.3032671714616278 -0.01564438695937636 0.005325763524359478 0.22448606090557616 1 1 1 1 1 1 1 1 1 1
84 840 -0.3096566597583319 -0.01036369109874461 0.014118842825090383 0.17226451497606154 1 1 1 1 1 1 1 1 1 1
85 850 -0.2883892093130399 -0.008257169877895092 0.013187066792146533 0.15803082789914813 1 1 1 1 1 1 1 1 1 1
86 860 -0.29709386857949266 -0.013613454200992393 0.01032045024024599 0.17055781327559155 1 1 1 1 1 1 1 1 1 1
